"recipe_name_original","markup_recipe_name_original","recipe_name_interpreted","restriction","topic_sum","subtopic_sum","named_individuals_sum","date_of_recipe_YEAR","source_book","unique_recipe_code","costs_prices","discusses_durability","discusses_quality","illustration","swatch"
"Indian Yellow Shreds for Cake or Moist. Cake 2822","Indian Yellow Shreds for Cake or Moist. Cake 2822","Indian yellow: watercolour cakes",,"watercolour cakes, notes on grinding",,,"1867","C3","C3P118AL01",,"no","no","no","no"
"[Indian yellow] Cake 1918. Shreds.","[Indian yellow] Cake 1918. Shreds.","Indian yellow: watercolour cakes",,"watercolour cakes",,,,"C3","C3P118BL01",,"no","no","no","no"
"[Indian yellow] Cake 3684. Shreds.","[Indian yellow] Cake 3684. Shreds.","Indian yellow: watercolour cakes",,"watercolour cakes",,,,"C3","C3P118BL10",,"no","no","no","no"
"[Indian yellow] Cake 3682. Shreds.","[Indian yellow] Cake 3682. Shreds.","Indian yellow: watercolour cakes",,"watercolour cakes",,,,"C3","C3P118BL17",,"no","no","no","no"
"Chinese White Cake 2816","Chinese White Cake 2816","Chinese White: watercolour",,"watercolour cakes, notes on quality",,,"1867","C3","C3P119AL01",,"no","yes","no","no"
"[Chinese white] Cake 2485","[Chinese white] Cake 2485","Chinese White: watercolour",,"watercolour cakes, notes on quality",,,"1865","C3","C3P119BL12",,"no","yes","no","no"
"[Chinese white] Cake 2137","[Chinese white] Cake 2137","Chinese White: watercolour",,"watercolour cakes",,,"1862","C3","C3P119BL18",,"no","yes","no","no"
"Scarlet Lake Cake 2813","Scarlet Lake Cake 2813","scarlet lake watercolour cakes","Restricted","watercolour cakes, notes on quality",,,"1867","C3","C3P120AL01",,"no","yes","no","no"
"Carmine Shreds Cake 2635","Carmine Shreds Cake 2635","carmine shreds","Restricted","watercolour cakes",,"Huskinsson's","1866","C3","C3P121AL01",,"no","no","no","no"
"[carmine shreds] Cake 2491","[carmine shreds] Cake 2491","carmine shreds",,"watercolour cakes",,,"1865","C3","C3P121AL16",,"no","no","no","no"
"[carmine shreds] Cake 2456","[carmine shreds] Cake 2456","carmine shreds",,"watercolour cakes",,,"1865","C3","C3P121AL18",,"no","no","no","no"
"[carmine shreds] Cake 2240","[carmine shreds] Cake 2240","carmine shreds",,"watercolour cakes",,,,"C3","C3P121BL01",,"no","no","no","no"
"Carmine Shreds for Dark Colors Cake 2152","Carmine Shreds for Dark Colors Cake 2152","carmine shreds",,"watercolour cakes",,,"1862","C3","C3P121BL04",,"no","no","no","no"
"Bistre Shreds for Cake or Moist. Cake 2757","Bistre Shreds for Cake or M<em>oi</em>st. Cake 2757","bistre: watercolour cakes","Restricted","watercolour cakes",,,"1867","C3","C3P122AL01",,"no","yes","no","no"
"Carmine Cake 2788","Carmine Cake 2788","carmine watercolour cakes","Restricted","watercolour cakes, notes on quality",,,"1867","C3","C3P123AL01",,"no","yes","no","no"
"[carmine] Cake 2636","[carmine] Cake 2636","carmine watercolour cakes",,"watercolour cakes",,,"1866","C3","C3P123AL18",,"no","yes","no","no"
"[carmine] Cake 2456","[carmine] Cake 2456","carmine watercolour cakes",,"watercolour cakes",,,"1865","C3","C3P123BL13",,"no","no","no","no"
"[carmine] Cake 2088","[carmine] Cake 2088","carmine watercolour cakes",,"watercolour cakes",,,"1861","C3","C3P123BL20",,"no","yes","no","no"
"Scarlet Lake Cake 2771","Scarlet Lake Cake 2771","scarlet lake watercolour cakes","Restricted","watercolour cakes, notes on quality, colour quality",,"Newman","1867","C3","C3P124AL01",,"no","yes","no","no"
"Vandyke Brown Cake 2768","Vandyke Brown Cake 2768","Vandyke brown watercolour cakes",,"watercolour cakes, notes on grinding",,,"1867","C3","C3P125AL01",,"no","no","no","no"
"Vandyke brown watercolour cakes","Vandyke brown watercolour cakes","Vandyke brown watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C3","C3P125BL01",,"no","yes","no","no"
"[Vandyke brown] Cake 2668","[Vandyke brown] Cake 2668","Vandyke brown watercolour cakes",,"watercolour cakes",,,"1867","C3","C3P125BL23",,"no","no","no","no"
"Bistre Shreds for Cake or Moist. Cake 2751","Bistre Shreds for Cake or M<em>oi</em>st. Cake 2751","bistre: watercolour cakes","Restricted","watercolour cakes",,,"1867","C3","C3P126AL01",,"no","yes","no","no"
"Sepia Cake 2739","Sepia Cake 2739","sepia watercolour cakes","Restricted","watercolour cakes",,,"1867","C3","C3P127AL01",,"no","yes","no","no"
"[sepia] Cake 2657","[sepia] Cake 2657","sepia watercolour cakes",,"watercolour cakes",,,"1866","C3","C3P127BL05",,"yes","yes","no","no"
"[sepia] Cake 2617","[sepia] Cake 2617","sepia watercolour cakes",,"watercolour cakes, notes on quality",,,"1866","C3","C3P127BL14",,"no","yes","no","no"
"[sepia] Cake 2359","[sepia] Cake 2359","sepia watercolour cakes",,"watercolour cakes",,,"1864","C3","C3P127BL20",,"no","no","no","no"
"Ultramarine. Genuine. Cake 2738","Ultramarine. Genuine. Cake 2738","ultramarine watercolour cakes","Restricted","watercolour cakes, notes on grinding",,,"1867","C3","C3P128AL01",,"no","yes","no","no"
"Cobalt Cake 2734","Cobalt Cake 2734","cobalt blue watercolour","Restricted","watercolour cakes, notes on grinding, notes on quality",,,"1867","C3","C3P129AL01",,"no","yes","no","no"
"[cobalt] Cake 2607","[cobalt] Cake 2607","cobalt blue watercolour",,"watercolour cakes",,,"1866","C3","C3P129BL24",,"no","yes","no","no"
"Crimson Lake Cake 2711","Crimson Lake Cake 2711","crimson lake watercolour ","Restricted","watercolour cakes, notes on quality",,,"1867","C3","C3P130AL01",,"no","yes","no","no"
"Rubens' Madder Cake 2708","Rubens' Madder Cake 2708","Ruben's madder watercolour cake","Restricted","watercolour cakes, notes on quality",,,"1867","C3","C3P131AL01",,"no","yes","no","no"
"Red Lead Cake 2707","Red Lead Cake 2707","red lead watercolour cakes","Restricted","watercolour cakes",,,"1867","C3","C3P132AL01",,"no","no","no","no"
"red lead watercolour cakes","red lead watercolour cakes","red lead watercolour cakes","Restricted","watercolour cakes",,,,"C3","C3P132BL01",,"no","yes","no","no"
"Brown Madder Cake 2679","Brown Madder Cake 2679","brown madder: watercolour cakes","Restricted","watercolour cakes, notes on grinding, notes on quality",,,"1867","C3","C3P133AL01",,"no","yes","no","no"
"Rose Madder Cake 2654","Rose Madder Cake 2654","rose madder watercolour cakes","Restricted","watercolour cakes, notes on grinding",,,"1866","C3","C3P134aL01",,"no","yes","no","no"
"rose madder watercolour cakes","rose madder watercolour cakes","rose madder watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C3","C3P134BL07",,"no","yes","no","no"
"Crimson Lake Cake 2650","Crimson Lake Cake 2650","crimson lake watercolour ","Restricted","watercolour cakes",,,"1866","C3","C3P135AL01",,"no","yes","no","no"
"Blue Black Cake 2609","Blue Black Cake 2609","blue black: watercolour","Restricted","watercolour cakes, notes on quality",,,"1866","C3","C3P136AL01",,"no","yes","no","no"
"Mars Yellow Cake 2600","Mars Yellow Cake 2600","mars yellow watercolour cakes","Restricted","watercolour cakes, notes on grinding",,,"1866","C3","C3P137AL01",,"no","yes","no","no"
"Brown Madder Cake 2594","Brown Madder Cake 2594","brown madder: watercolour cakes","Restricted","watercolour cakes",,,"1866","C3","C3P138AL01",,"no","yes","no","no"
"Light Red Cake 2576","Light Red Cake 2576","light red: watercolour","Restricted","watercolour cakes",,,"1866","C3","C3P139AL01",,"no","yes","no","no"
"light red: watercolour","light red: watercolour","light red: watercolour",,"watercolour cakes",,"N's","1868","C3","C3P139BL06",,"no","no","no","no"
"Cobalt Cake 2574","Cobalt Cake 2574","cobalt blue watercolour","Restricted","watercolour cakes, notes on grinding",,,"1866","C3","C3P140AL01",,"no","yes","no","no"
"Crimson Lake Cake 2568","Crimson Lake Cake 2568","crimson lake watercolour ","Restricted","watercolour cakes, notes on grinding, notes on quality",,"Newman","1866","C3","C3P141AL01",,"no","yes","no","no"
"Light Red Cake 2555","Light Red Cake 2555","light red: watercolour","Restricted","watercolour cakes, notes on quality",,,"1866","C3","C3P142AL01",,"no","yes","no","no"
"Rose Madder Cake 2549","Rose Madder Cake 2549","rose madder watercolour cakes","Restricted","watercolour cakes",,,"1866","C3","C3P143AL01",,"no","yes","no","no"
"rose madder watercolour cakes","rose madder watercolour cakes","rose madder watercolour cakes","Restricted","watercolour cakes",,,,"C3","C3P143BL06",,"no","yes","no","no"
"Mars Orange Cake 2547","Mars Orange Cake 2547","mars orange watercolour cakes","Restricted","watercolour cakes, notes on grinding",,"H C N","1866","C3","C3P144AL01",,"no","yes","no","no"
"Prussian Green Cake 2537","Prussian Green Cake 2537","Prussian green watercolour cakes",,"watercolour cakes, notes on quality",,,"1865","C3","C3P145AL01",,"no","yes","no","no"
"Warm Sepia Cake 2535","Warm Sepia Cake 2535","warm sepia watercolour cakes","Restricted","watercolour cakes, notes on quality, colour quality","sepia",,"1865","C3","C3P146AL01",,"yes","yes","no","no"
"[warm sepia] Cake 2150","[warm sepia] Cake 2150","warm sepia watercolour cakes",,"watercolour cakes",,,"1862","C3","C3P146AL16",,"no","yes","no","no"
"Raw Umber Cake 2531","Raw Umber Cake 2531","raw umber watercolour cakes","Restricted","watercolour cakes",,,"1865","C3","C3P147AL01",,"no","no","no","no"
"raw umber watercolour cakes","raw umber watercolour cakes","raw umber watercolour cakes","Restricted","watercolour cakes",,,"1867","C3","C3P147BL05",,"no","yes","no","no"
"Burnt Umber Cake 2528","Burnt Umber Cake 2528","burnt umber watercolour cakes","Restricted","watercolour cakes",,,"1865","C3","C3P148AL01",,"no","yes","no","no"
"[burnt umber] Cake 3702","[burnt umber] Cake 3702","burnt umber watercolour cakes",,"watercolour cakes",,,,"C3","C3P148AL14",,"no","no","no","no"
"Light Red Cake 2525","Light Red Cake 2525","light red: watercolour","Restricted","watercolour cakes, notes on quality",,,"1865","C3","C3P149AL01",,"no","yes","no","no"
"[light red] Cake 2192","[light red] Cake 2192","light red: watercolour",,"watercolour cakes",,,"1862","C3","C3P149BL12",,"no","no","no","no"
"Pure Scarlet Cake 2524","Pure Scarlet Cake 2524","pure scarlet watercolour cakes","Restricted","watercolour cakes, colour quality",,,"1865","C3","C3P150AL01",,"no","yes","no","no"
"Brown Madder Cake 2514","Brown Madder Cake 2514","brown madder: watercolour cakes","Restricted","watercolour cakes, notes on grinding, notes on quality",,,"1865","C3","C3P151AL01",,"no","yes","no","no"
"Raw Sienna Cake 2497","Raw Sienna Cake 2497","raw sienna watercolour cakes","Restricted","watercolour cakes, notes on quality",,,"1866","C3","C3P152AL01",,"no","yes","no","no"
"[raw sienna] Cake 2312","[raw sienna] Cake 2312","raw sienna watercolour cakes",,"watercolour cakes",,,"1863","C3","C3P152BL12",,"no","yes","no","no"
"Rose Madder Cake 2493","Rose Madder Cake 2493","rose madder watercolour cakes","Restricted","watercolour cakes",,"Child's","1865","C3","C3P153AL01",,"no","yes","no","no"
"rose madder watercolour cakes","rose madder watercolour cakes","rose madder watercolour cakes","Restricted","watercolour cakes",,,,"C3","C3P153BL06",,"no","yes","no","no"
"Crimson Lake Cake 2483","Crimson Lake Cake 2483","crimson lake watercolour ","Restricted","watercolour cakes, notes on grinding",,,"1865","C3","C3P154AL01",,"no","yes","no","no"
"Pure Scarlet Cake 2468","Pure Scarlet Cake 2468","pure scarlet watercolour cakes","Restricted","watercolour cakes",,,"1865","C3","C3P155AL01",,"no","no","no","no"
"[pure scarlet] Cake 1904","[pure scarlet] Cake 1904","pure scarlet watercolour cakes",,"watercolour cakes, colour quality",,"Newman","1859","C3","C3P155AL16",,"no","yes","no","no"
"Prussian Blue Cake 2462","Prussian Blue Cake 2462","Prussian blue : watercolour cakes","Restricted","watercolour cakes, notes on grinding",,,"1865","C3","C3P156AL01",,"no","yes","no","no"
"Antwerp Blue Cake 2458","Antwerp Blue Cake 2458","Antwerp blue : watercolour","Restricted","watercolour cakes, notes on quality",,,"1865","C3","C3P157AL01",,"no","yes","no","no"
"Indian Purple Cake 2455","Indian Purple Cake 2455","Indian purple: watercolour","Restricted","watercolour cakes, notes on grinding, notes on quality, colour quality",,"Hurley","1865","C3","C3P158AL01",,"no","yes","no","no"
"Bistre Cake 2450","Bistre Cake 2450","bistre: watercolour cakes",,"watercolour cakes",,"Child's","1865","C3","C3P159AL01",,"no","yes","no","no"
"Sap Green Cake 2444","Sap Green Cake 2444","sap green watercolour cakes",,"watercolour cakes",,,"1865","C3","C3P160AL01",,"no","yes","no","no"
"[sap green] Cake 2325","[sap green] Cake 2325","sap green watercolour cakes",,"watercolour cakes",,,"1863","C3","C3P160BL08",,"no","yes","no","no"
"Cobalt Cake 2432","Cobalt Cake 2432","cobalt blue watercolour","Restricted","watercolour cakes, notes on grinding",,"Wales'","1864","C3","C3P161AL01",,"no","yes","no","no"
"[cobalt] Cake 2230","[cobalt] Cake 2230","cobalt blue watercolour",,"watercolour cakes",,,"1863","C3","C3P161BL19",,"no","no","no","no"
"Roman Ochre Cake 2422","Roman Ochre Cake 2422","Roman ochre watercolour cakes","Restricted","watercolour cakes, notes on quality",,,"1864","C3","C3P162AL01",,"no","yes","no","no"
"Crimson Lake Cake 2413","Crimson Lake Cake 2413","crimson lake watercolour ","Restricted","watercolour cakes",,"Church","1864","C3","C3P163AL01",,"no","yes","no","no"
"Brown Madder Cake 2412","Brown Madder Cake 2412","brown madder: watercolour cakes","Restricted","watercolour cakes, mixing instructions, notes on quality",,,"1864","C3","C3P164AL01",,"no","yes","no","no"
"Dragon's Blood Cake 2411","Dragon's Blood Cake 2411","Dragon's blood watercolour","Restricted","watercolour cakes",,,"1864","C3","C3P165AL01",,"no","yes","no","no"
"Cadmium Yellow Cake 2410","Cadmium Yellow Cake 2410","cadmium yellow watercolour cake","Restricted","watercolour cakes, notes on quality, colour quality",,,"1864","C3","C3P166AL01",,"no","yes","no","no"
"[cadmium yellow] Cake 2206","[cadmium yellow] Cake 2206","cadmium yellow watercolour cake",,"watercolour cakes, notes on quality",,,"1863","C3","C3P166BL13",,"no","yes","no","no"
"Orpiment Cake 2409","Orpiment Cake 2409","orpiment: watercolour","Restricted","watercolour cakes, notes on quality, mixing instructions",,,"1864","C3","C3P167AL01",,"no","yes","no","no"
"For Cakes to stand well","For Cakes to stand well","watercolour preparation",,"watercolour paint manufacture, mixing instructions, miscellaneous materials",,"H C N",,"C3","C3P169AL01",,"no","yes","no","no"
"1871 New Scales recommended","1871 New Scales recommended","[unclear, notes on watercolour palettes]",,,,,"1871","C3","C3P170AL01",,"no","no","no","no"
"Fluid Magnesia","Fluid Magnesia","[notes on materials]",,"miscellaneous materials, watercolour paint manufacture",,"Dimeford's",,"C3","C3P171AL08",,"no","no","no","no"
"Carbonate Ammonia","Carbonate Ammonia","[notes on materials]",,"miscellaneous materials, watercolour paint manufacture",,"Newman",,"C3","C3P171AL12",,"no","no","no","no"
"[untitled]","[untitled]","[notes on materials]",,"miscellaneous materials, watercolour paint manufacture",,,,"C3","C3P171BL01",,"no","no","no","no"
"C.4.","C.4.","cover with title",,"cover page",,,,"C4","C4COVERL01",,"no","no","no","no"
"Vol: 13","Vol: 13","[volume number]",,,,,,"C4","C4F02L01",,"no","no","no","no"
"[untitled]","[untitled]","[notes]",,"experiment, watercolour",,,,"C4","C4F05L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INA1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INB1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INC1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4IND1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INE1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INF1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4ING1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INH1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INI1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INK1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INL1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INM1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INN1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INO1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INP1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INQ1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INR1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INS1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INT1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INU1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INW1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INX1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INY1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INZ1L01",,"no","no","no","no"
"Index","Index","Index",,,,,,"C4","C4INZ3L01",,"no","no","no","no"
"Rose Madder Cake 909","Rose Madder Cake 909","rose madder watercolour cakes","Restricted","watercolour cakes, colour quality, notes on quality",,"Hurley",,"C4","C4P001AL01",,"no","yes","no","no"
"Yellow Ochre Cake 908","Yellow Ochre Cake 908","yellow ochre watercolour cakes","Restricted","watercolour cakes, notes on grinding, colour quality, notes on quality",,"Newman, A. H. N.",,"C4","C4P002AL01",,"no","yes","no","no"
"Prussian Blue Cake 905","Prussian Blue Cake 905","Prussian blue : watercolour cakes",,"watercolour cakes, notes on grinding, notes on quality",,"Hurley",,"C4","C4P003AL01",,"no","yes","no","no"
"Vandyke Brown Cake 893 marked by mistake 939","Vandyke Brown Cake 893 marked by mistake 939","Vandyke brown watercolour cakes","Restricted","watercolour cakes, notes on grinding, notes on quality",,"Brandram, Holland's",,"C4","C4P004AL01",,"no","yes","no","no"
"Vandyke brown watercolour cakes","Vandyke brown watercolour cakes","Vandyke brown watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P004BL05",,"no","yes","no","no"
"Vermilion Cake 891","Vermilion Cake 891","vermilion watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P005AL01",,"no","yes","no","no"
"[vermilion] Cake 865","[vermilion] Cake 865","vermilion watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P005BL03",,"no","yes","no","no"
"Cobalt Cake 881","Cobalt Cake 881","cobalt blue watercolour","Restricted","watercolour cakes, notes on quality",,"Haynes, Maple",,"C4","C4P006AL01",,"no","no","no","no"
"Cologne Earth Cake 875","Cologne Earth Cake 875","Cologne earth watercolour cakes","Restricted","watercolour cakes, notes on quality, colour quality",,"Holland's, Christ","1849","C4","C4P007AL01",,"yes","yes","no","no"
"Gamboge Cake 874","Gamboge Cake 874","gamboge: watercolour",,"watercolour cakes, notes on quality",,,,"C4","C4P008AL01",,"no","no","no","no"
"[gamboge] Cake 697","[gamboge] Cake 697","gamboge: watercolour",,"watercolour cakes, notes on quality",,,,"C4","C4P008AL09",,"no","yes","no","no"
"Carmine Cake 863","Carmine Cake 863","carmine watercolour cakes","Restricted","watercolour cakes, notes on quality, colour quality",,"Huskns",,"C4","C4P009AL01",,"no","yes","no","no"
"Crimson Lake Cake 850","Crimson Lake Cake 850","crimson lake watercolour ","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P010AL01",,"no","yes","no","no"
"Cadmium Yellow Cake 838","Cadmium Yellow Cake 838","cadmium yellow watercolour cake","Restricted","watercolour",,,,"C4","C4P011AL01",,"no","yes","no","no"
"Genuine Ultramarine Cake 833","Genuine Ultramarine Cake 833","ultramarine ash watercolour cakes","Restricted","watercolour cakes, notes on grinding, quantities",,"Zovani, Hurley",,"C4","C4P012AL01",,"no","no","no","no"
"Yellow Lake Cake 826","Yellow Lake Cake 826","yellow lake watercolour cakes","Restricted","watercolour cakes",,,,"C4","C4P013AL01",,"no","yes","no","no"
"Chinese White Cake 822","Chinese White Cake 822","Chinese White: watercolour","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P014AL01",,"no","no","no","no"
"[Chinese white] Cake 707","[Chinese white] Cake 707","Chinese White: watercolour",,"watercolour cakes, notes on quality",,,,"C4","C4P014AL16",,"no","yes","no","no"
"Constant White Cake 813","Constant White Cake 813","constant white watercolour cake","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P015AL01",,"no","yes","no","no"
"Venetian Red Cake 812","Venetian Red Cake 812","Venetian red watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P016AL01",,"no","yes","no","no"
"Venetian Red Cake 540","Venetian Red Cake 540","Venetian red watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P016AL10",,"no","yes","no","no"
"Antwerp Blue Cake 810","Antwerp Blue Cake 810","Antwerp blue : watercolour","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P017AL01",,"no","yes","no","no"
"Terra Verte Cake 804","Terra Verte Cake 804","terre verte watercolour cakes","Restricted","watercolour cakes, notes on quality",,"Drukes, Newman",,"C4","C4P018AL01",,"no","yes","no","no"
"British Ink Cake 799","British Ink Cake 799","British ink watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P019AL01",,"no","yes","no","no"
"Purple Madder Cake 795","Purple Madder Cake 795","purple madder: watercolour","Restricted","watercolour cakes",,,,"C4","C4P020AL01",,"yes","yes","no","no"
"Smalt Cake 794","Smalt Cake 794","smalt watercolour cakes","Restricted","watercolour cakes, notes on quality",,"Newman",,"C4","C4P021AL01",,"no","yes","no","no"
"[smalt] Cake 673","[smalt] Cake 673","smalt watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P021AL14",,"no","yes","no","no"
"Gallstone Cake 755","Gallstone Cake 755","gallstone watercolour",,"watercolour cakes, colour quality, notes on quality",,"Cary's, Newman",,"C4","C4P022AL01",,"no","yes","no","no"
"Gallstone Cake 793","Gallstone Cake 793","gallstone watercolour",,"watercolour cakes",,,,"C4","C4P023AL01",,"no","yes","no","no"
"Italian Pink Cake 789","Italian Pink Cake 789","Italian pink : for watercolour","Restricted","watercolour cakes, notes on grinding, notes on quality, colour quality",,,"1848","C4","C4P024AL01",,"no","yes","no","no"
"Cobalt Cake 785","Cobalt Cake 785","cobalt blue watercolour","Restricted","watercolour cakes",,,,"C4","C4P025AL01",,"no","yes","no","no"
"Cobalt Cake 782","Cobalt Cake 782","cobalt blue watercolour","Restricted","watercolour cakes",,,,"C4","C4P026AL01",,"no","yes","no","no"
"cobalt blue watercolour","cobalt blue watercolour","cobalt blue watercolour","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P026AL15",,"no","yes","no","no"
"Green Oxide of Chromium Cake 780","Green Oxide of Chrom<em>iu</em>m Cake 780","green oxide of chromium watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P027AL01",,"no","yes","no","no"
"Scarlet Vermilion Cake 771","Scarlet Vermilion Cake 771","scarlet vermilion watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P028AL01",,"no","yes","no","no"
"Indigo Cake 767","Indigo Cake 767","indigo: watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P029AL01",,"no","yes","no","no"
"Rose Madder Cake 766 marked 772 in mistake","Rose Madder Cake 766 marked 772 in mistake","rose madder watercolour cakes","Restricted","watercolour cakes, notes on quality",,"Hurley",,"C4","C4P030AL01",,"no","yes","no","no"
"Madder Brown Cake 764","Madder Brown Cake 764","madder brown : watercolour","Restricted","watercolour cakes, quality evaluation, notes on quality",,,,"C4","C4P031AL01",,"yes","yes","no","no"
"Orange Vermilion Cake 744","Orange Vermilion Cake 744","orange vermilion: watercolour","Restricted","watercolour cakes, quantities, notes on quality, colour quality",,"Hurley",,"C4","C4P033AL01",,"yes","yes","no","no"
"Cobalt Cake 742","Cobalt Cake 742","cobalt blue watercolour","Restricted","watercolour cakes, notes on quality",,"Cuilley, Newman",,"C4","C4P034AL01",,"no","yes","no","no"
"Carmine Cake 728","Carmine Cake 728","carmine watercolour cakes","Restricted","watercolour cakes, colour quality, notes on quality",,,,"C4","C4P035AL01",,"no","yes","no","no"
"Pale Chrome Cake 727","Pale Chrome Cake 727","pale chrome: watercolour",,"watercolour cakes, notes on quality",,,,"C4","C4P036AL01",,"yes","yes","no","no"
"Constant White Cake 719","Constant White Cake 719","constant white watercolour cake",,"watercolour cakes, notes on quality",,"Newman, Ackermann's",,"C4","C4P037AL01",,"no","yes","no","no"
"[constant white] Cake 652","[constant white] Cake 652","constant white watercolour cake",,"watercolour cakes, notes on quality",,"Newman",,"C4","C4P037AL18",,"no","yes","no","no"
"Genuine Ultramarine Cake 171","Genuine Ultramarine Cake 171","ultramarine watercolour cakes","Restricted","watercolour cakes, quantities, notes on quality",,"Zovani",,"C4","C4P038AL01",,"no","yes","no","no"
"Lemon Yellow Cake 710","Lemon Yellow Cake 710","lemon yellow: watercolour",,"watercolour cakes, notes on quality, colour quality",,,,"C4","C4P039AL01",,"no","yes","no","no"
"Indigo Cake 703","Indigo Cake 703","indigo: watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P040AL01",,"no","yes","no","no"
"Indian Yellow Cake 696","Indian Yellow Cake 696","Indian yellow: watercolour cakes","Restricted","watercolour cakes, colour quality, notes on quality",,"Newman",,"C4","C4P041AL01",,"no","yes","no","no"
"Cobalt Cake 687","Cobalt Cake 687","cobalt blue watercolour","Restricted","watercolour cakes, notes on quality, colour quality",,,,"C4","C4P042AL01",,"no","yes","no","no"
"Gallstone Cake 651","Gallstone Cake 651","gallstone watercolour",,"watercolour cakes, notes on quality, colour quality",,,,"C4","C4P043AL01",,"no","yes","no","no"
"Rose Madder Cake 642","Rose Madder Cake 642","rose madder watercolour cakes","Restricted","watercolour cakes, notes on quality",,,"1847","C4","C4P044AL01",,"yes","yes","no","no"
"Chinese White Cake 641","Chinese White Cake 641","Chinese White: watercolour",,"watercolour cakes",,,,"C4","C4P045AL01",,"no","yes","no","no"
"[Chinese white] Cake 547","[Chinese white] Cake 547","Chinese White: watercolour",,"watercolour cakes",,,,"C4","C4P045AL10",,"no","yes","no","no"
"[Chinese white] Cake 467","[Chinese white] Cake 467","Chinese White: watercolour",,"watercolour cakes",,,,"C4","C4P045AL13",,"no","yes","no","no"
"Vermilion Cake 636","Vermilion Cake 636","vermilion watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P046AL01",,"no","yes","no","no"
"Burnt Carmine Cake 631","Burnt Carm<em>in</em>e Cake 631","burnt carmine watercolour cakes",,"watercolour cakes, notes on quality",,"Husk",,"C4","C4P047AL01",,"no","yes","no","no"
"Indian Red Cake 622","Indian Red Cake 622","Indian red watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P048AL01",,"no","yes","no","no"
"Pure Scarlet Cake 599","Pure Scarlet Cake 599","pure scarlet watercolour cakes","Restricted","watercolour cakes, quantities, notes on quality",,,,"C4","C4P049AL01",,"no","yes","no","no"
"Crimson Lake Cake 595","Crimson Lake Cake 595","crimson lake watercolour ","Restricted","watercolour cakes, notes on quality",,,"1847","C4","C4P050AL01",,"no","yes","no","no"
"Pale Chrome Cake 594","Pale Chrome Cake 594","pale chrome: watercolour",,"watercolour cakes, notes on quality",,,,"C4","C4P051AL01",,"no","yes","no","no"
"Cobalt Cake 621","Cobalt Cake 621","cobalt blue watercolour","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P052AL01",,"no","yes","no","no"
